MM_DD_HH,L_dashdash_k_d_t,L_dashdash_s_d_t,L_dashdash_w_d_t,L_dashdash_b1_d_t,L_dashdash_b2_d_t,L_dashdash_ba1_d_t,L_dashdash_ba2_d_t,E_E_dmd_d_t
07_30_17,2.342016333,0,0.106455288,0,0,0,0,1.586080291
07_30_18,0.212910576,0,0,0,0,0,0,1.040451989
07_30_19,0,0,0,0,9.580975906,0,0,1.094524063
07_30_20,3.93884565,2.661382196,0.319365864,0,0,0,0.6871875,0.948097467
07_30_21,0,4.790487953,0.319365864,0,0,0,0.6871875,1.08898417
07_30_22,0,5.322764392,0.319365864,0,0,0,1.374375,1.148356365
07_30_23,0,0,0.319365864,0,0,0,0,0.844200055
07_31_00,0,0,0,0,0,0,0,0.621086948
07_31_01,0,0,0,0,0,0,0,0.404288241
07_31_02,0,0,0,0,0,0,0,0.40161148
07_31_03,0,0,0,0,0,0,0,0.392329818
07_31_04,0,0,0,0,0,0,0,0.375791062
07_31_05,0,0,0,0,0,0,0,0.672467405
07_31_06,0.316932889,0,0.422577186,0,0,0,0,0.65736676
07_31_07,0.211288593,0,0,0,0,0,0,0.835104952
07_31_08,0,0,0,0,0,0,0,0.715218812
07_31_09,0,0,0.105644296,0,0,0,0,0.761183221
07_31_10,0,0,0,0,0,0,0,0.203001438
07_31_11,0,0,0,0,0,0,0,2.116451734
07_31_12,0.316932889,0,0,0,0,0,0,1.133650912
07_31_13,0,0,0,0,0,0,0,0.178388308
07_31_14,0,0,0,0,0,0,0,0.196753651
07_31_15,0,0,0,0,0,0,0,1.981121487
07_31_16,0,0,0.105644296,0,0,0,0,0.682731463
07_31_17,0,0,0,0,0,0,0,1.873380614
07_31_18,1.584664446,0,0,0,0,0,0,1.250103214
07_31_19,0.528221482,0,0,0,9.507986675,0,0,1.344188772
07_31_20,1.901597335,2.376996669,0.211288593,0,0,0,0.6871875,0.742241566
07_31_21,0,2.64110741,0.211288593,0,0,0,0.6871875,1.050933449
07_31_22,0,2.905218151,0.211288593,0,0,0,1.374375,1.268254171
07_31_23,0,0,0.211288593,0,0,0,0,0.917528427
08_01_00,0,0,0,0,0,0,0,0.581303817
08_01_01,0,0,0,0,0,0,0,0.358765092
08_01_02,0,0,0,0,0,0,0,0.284618897
08_01_03,0,0,0,0,0,0,0,0.208870073
08_01_04,0,0,0,0,0,0,0,0.11975168
08_01_05,0,0,0,0,0,0,0,0.148849941
08_01_06,0.210320156,0,0.210320156,0,0,0,0,0.594078102
08_01_07,0.315480234,0,0,0,0,0,0,0.741905021
08_01_08,0,0,0,0,0,0,0,0.577504591
08_01_09,0,0,0,0,0,0,0,0.761183221
08_01_10,0,0,0,0,0,0,0,0.203001438
08_01_11,0,0,0,0,0,0,0,0.638170359
08_01_12,0,0,0,0,0,0,0,0.77940647
08_01_13,0,0,0,0,0,0,0,0.178388308
08_01_14,0,0,0,0,0,0,0,0.196753651
08_01_15,0,0,0,0,0,0,0,0.841820223
08_01_16,0,0,0,0,0,0,0,0.524050791
08_01_17,0,0,0,0,0,0,0,1.122633977
08_01_18,0.841280624,0,0,0,0,0,0,1.023701459
08_01_19,0,0,0,0,9.464407025,0,0,0.954764127
08_01_20,1.892881405,2.103201561,0,0,0,0,0.79671875,0.624484353
08_01_21,0,2.103201561,0,0,0,0,0.79671875,0.955120385
08_01_22,0,1.051600781,0.105160078,0,0,0,1.5934375,1.064437551
08_01_23,0,0,0.105160078,0,0,0,0,0.820239507
08_02_00,0,0,0,0,0,0,0,0.559952959
08_02_01,0,0,0,0,0,0,0,0.276482874
08_02_02,0,0,0,0,0,0,0,0.208600837
08_02_03,0,0,0,0,0,0,0,0.12755168
08_02_04,0,0,0,0,0,0,0,0.11975168
08_02_05,0,0,0,0,0,0,0,0.148967896
08_02_06,0.322502885,0,0.430003847,0,0,0,0,0.607698396
08_02_07,0.215001924,0,0,0,0,0,0,0.76199746
08_02_08,0,0,0,0,0,0,0,0.648239147
08_02_09,0,0,0.107500962,0,0,0,0,0.761183221
08_02_10,0,0,0,0,0,0,0,0.203001438
08_02_11,0,0,0,0,0,0,0,1.330340782
08_02_12,0.322502885,0,0,0,0,0,0,0.95119123
08_02_13,0,0,0,0,0,0,0,0.178388308
08_02_14,0,0,0,0,0,0,0,0.196753651
08_02_15,0,0,0,0,0,0,0,1.487205245
08_02_16,0,0,0.107500962,0,0,0,0,0.639649954
08_02_17,0,0,0,0,0,0,0,1.407920678
08_02_18,1.612514427,0,0,0,0,0,0,0.99397696
08_02_19,0.537504809,0,0,0,9.675086563,0,0,1.035462811
08_02_20,1.935017313,2.418771641,0.215001924,0,0,0,0.73609375,0.613554793
08_02_21,0,2.687524045,0.215001924,0,0,0,0.73609375,0.938057248
08_02_22,0,2.95627645,0.215001924,0,0,0,1.4721875,1.055682215
08_02_23,0,0,0.215001924,0,0,0,0,0.815777813
08_03_00,0,0,0,0,0,0,0,0.557008248
08_03_01,0,0,0,0,0,0,0,0.276830993
08_03_02,0,0,0,0,0,0,0,0.283678142
08_03_03,0,0,0,0,0,0,0,0.12755168
08_03_04,0,0,0,0,0,0,0,0.11975168
08_03_05,0,0,0,0,0,0,0,0.146897259
08_03_06,0.326753907,0,0.435671875,0,0,0,0,0.566699716
08_03_07,0.217835938,0,0,0,0,0,0,0.745528612
08_03_08,0,0,0,0,0,0,0,0.604540431
08_03_09,0,0,0.108917969,0,0,0,0,0.761183221
08_03_10,0,0,0,0,0,0,0,0.203001438
08_03_11,0,0,0,0,0,0,0,0.859493993
08_03_12,0.326753907,0,0,0,0,0,0,0.850476963
08_03_13,0,0,0,0,0,0,0,0.178388308
08_03_14,0,0,0,0,0,0,0,0.196753651
08_03_15,0,0,0,0,0,0,0,0.945165673
08_03_16,0,0,0.108917969,0,0,0,0,0.50411944
08_03_17,0,0,0,0,0,0,0,1.132654062
08_03_18,1.633769533,0,0,0,0,0,0,1.009912386
08_03_19,0.544589844,0,0,0,9.802617197,0,0,0.939133479
08_03_20,1.960523439,2.450654299,0.217835938,0,0,0,0.76,0.644049375
08_03_21,0,2.722949221,0.217835938,0,0,0,0.76,0.995349628
08_03_22,0,2.995244144,0.217835938,0,0,0,1.52,1.111498208
08_03_23,0,0,0.217835938,0,0,0,0,0.90490928
08_04_00,0,0,0,0,0,0,0,0.588571201
08_04_01,0,0,0,0,0,0,0,0.387864338
08_04_02,0,0,0,0,0,0,0,0.388111713
08_04_03,0,0,0,0,0,0,0,0.379008984
08_04_04,0,0,0,0,0,0,0,0.362382848
08_04_05,0,0,0,0,0,0,0,0.544507432
08_04_06,0.333241838,0,0.444322451,0,0,0,0,0.62485828
08_04_07,0.222161225,0,0,0,0,0,0,0.774920901
08_04_08,0,0,0,0,0,0,0,0.617882625
08_04_09,0,0,0.111080613,0,0,0,0,0.761183221
08_04_10,0,0,0,0,0,0,0,0.203001438
08_04_11,0,0,0,0,0,0,0,1.329667956
08_04_12,0.333241838,0,0,0,0,0,0,0.898526085
08_04_13,0,0,0,0,0,0,0,0.178388308
08_04_14,0,0,0,0,0,0,0,0.196753651
08_04_15,0,0,0,0,0,0,0,1.187776426
08_04_16,0,0,0.111080613,0,0,0,0,0.497476958
08_04_17,0,0,0,0,0,0,0,1.283641685
08_04_18,1.666209191,0,0,0,0,0,0,1.088757754
08_04_19,0.555403064,0,0,0,9.997255146,0,0,0.997336692
08_04_20,1.999451029,2.499313787,0.222161225,0,0,0,0.76375,0.627372941
08_04_21,0,2.777015318,0.222161225,0,0,0,0.76375,0.972124866
08_04_22,0,3.05471685,0.222161225,0,0,0,1.5275,1.053554686
08_04_23,0,0,0.222161225,0,0,0,0,0.823315077
08_05_00,0,0,0,0,0,0,0,0.471184832
08_05_01,0,0,0,0,0,0,0,0.354815812
08_05_02,0,0,0,0,0,0,0,0.283720104
08_05_03,0,0,0,0,0,0,0,0.282872976
08_05_04,0,0,0,0,0,0,0,0.27501895
08_05_05,0,0,0,0,0,0,0,0.358453231
08_05_06,0,0,0,0,0,0,0,0.372867794
08_05_07,0,0,0.225565607,0,0,0,0,1.14156054
08_05_08,0.338348411,0,0,0,0,0,0,1.343952784
08_05_09,0.225565607,0,0,0,0,0,0,1.402844329
08_05_10,0,0,0.225565607,0,0,0,0,1.440020423
08_05_11,0,0,0,0,0,0,0,1.287690735
08_05_12,1.804524857,0,0,0,0,0,0,1.08744064
08_05_13,0,0,0.112782804,0,0,0,0,0.317971976
08_05_14,0,0,0,0,0,0,0,0.12755168
08_05_15,0,0,0,0,0,0,0,1.770435599
08_05_16,0,0,0.112782804,0,0,0,0,1.573981418
08_05_17,1.804524857,0,0.112782804,0,0,0,0,1.444716055
08_05_18,0.902262429,0,0,0,0,0,0,0.976141589
08_05_19,0,0,0,0,10.15045232,0,0,0.961421282
08_05_20,2.81957009,2.81957009,0.225565607,0,0,0,0.74671875,0.88913177
08_05_21,0,2.81957009,0.225565607,0,0,0,0.74671875,1.044651899
08_05_22,0,5.639140179,0.225565607,0,0,0,1.4934375,1.015904695
08_05_23,0,0,0.225565607,0,0,0,0,0.81716677
08_06_00,0,0,0,0,0,0,0,0.497285415
08_06_01,0,0,0,0,0,0,0,0.372515365
08_06_02,0,0,0,0,0,0,0,0.369433217
08_06_03,0,0,0,0,0,0,0,0.363078445
08_06_04,0,0,0,0,0,0,0,0.350554707
08_06_05,0,0,0,0,0,0,0,0.365401315
08_06_06,0,0,0.337501771,0,0,0,0,0.58386999
08_06_07,0,0,0.337501771,0,0,0,0,1.31172472
08_06_08,1.800009447,0,0,0,0,0,0,1.484562588
08_06_09,0,0,0,0,0,0,0,0.881930677
08_06_10,0,0,0,0,0,0,0,0.774493694
08_06_11,0,0,0,0,0,0,0,0.706584934
08_06_12,0,0,0,0,0,0,0,0.488500428
08_06_13,0,0,0,0,0,0,0,0.11975168
08_06_14,0,0,0,0,0,0,0,0.12755168
08_06_15,0,0,0,0,0,0,0,1.576807461
08_06_16,0,0,0,0,0,0,0,0.846989568
08_06_17,0,0,0,0,0,0,0,0.708370936
08_06_18,0,0,0,0,0,0,0,0.382140147
08_06_19,0,0,0,0,0,0,0,0.699641162
08_06_20,0,2.531263285,0,0,0,0,0,0.975434314
08_06_21,0,2.812514761,0.450002362,0,0,0,0,1.044444318
08_06_22,0,5.343778046,0.225001181,0,0,0,0,0.747793344
08_06_23,0,0,0.225001181,0,0,0,0,0.903574714
08_07_00,0,0,0,0,0,0,0,0.56919287
08_07_01,0,0,0,0,0,0,0,0.357754416
08_07_02,0,0,0,0,0,0,0,0.358924334
08_07_03,0,0,0,0,0,0,0,0.28325537
08_07_04,0,0,0,0,0,0,0,0.200293975
08_07_05,0,0,0,0,0,0,0,0.27022121
08_07_06,0.333402254,0,0.444536339,0,0,0,0,0.620925947
08_07_07,0.222268169,0,0,0,0,0,0,0.785527967
08_07_08,0,0,0,0,0,0,0,0.614390207
08_07_09,0,0,0.111134085,0,0,0,0,0.761183221
08_07_10,0,0,0,0,0,0,0,0.203001438
08_07_11,0,0,0,0,0,0,0,1.097621941
08_07_12,0.333402254,0,0,0,0,0,0,0.869824116
08_07_13,0,0,0,0,0,0,0,0.178388308
08_07_14,0,0,0,0,0,0,0,0.196753651
08_07_15,0,0,0,0,0,0,0,1.093873781
08_07_16,0,0,0.111134085,0,0,0,0,0.564150075
08_07_17,0,0,0,0,0,0,0,1.35228973
08_07_18,1.66701127,0,0,0,0,0,0,1.04315377
08_07_19,0.555670423,0,0,0,10.00206762,0,0,1.06663795
08_07_20,2.000413525,2.500516906,0.222268169,0,0,0,0.755,0.65629649
08_07_21,0,2.778352117,0.222268169,0,0,0,0.755,0.989384336
08_07_22,0,3.056187329,0.222268169,0,0,0,1.51,1.150087061
08_07_23,0,0,0.222268169,0,0,0,0,0.909647944
08_08_00,0,0,0,0,0,0,0,0.573883968
08_08_01,0,0,0,0,0,0,0,0.362209436
08_08_02,0,0,0,0,0,0,0,0.36186432
08_08_03,0,0,0,0,0,0,0,0.283279505
08_08_04,0,0,0,0,0,0,0,0.275030113
08_08_05,0,0,0,0,0,0,0,0.486820279
08_08_06,0.220955136,0,0.220955136,0,0,0,0,0.649090917
08_08_07,0.331432703,0,0,0,0,0,0,0.824525379
08_08_08,0,0,0,0,0,0,0,0.688742174
08_08_09,0,0,0,0,0,0,0,0.761183221
08_08_10,0,0,0,0,0,0,0,0.203001438
08_08_11,0,0,0,0,0,0,0,1.363879488
08_08_12,0,0,0,0,0,0,0,0.88887101
08_08_13,0,0,0,0,0,0,0,0.178388308
08_08_14,0,0,0,0,0,0,0,0.196753651
08_08_15,0,0,0,0,0,0,0,1.21515336
08_08_16,0,0,0,0,0,0,0,0.581567718
08_08_17,0,0,0,0,0,0,0,1.4640576
08_08_18,0.883820542,0,0,0,0,0,0,1.081062834
08_08_19,0,0,0,0,9.942981103,0,0,1.127653023
08_08_20,1.988596221,2.209551356,0,0,0,0,0.7465625,0.659119861
08_08_21,0,2.209551356,0,0,0,0,0.7465625,0.994712997
08_08_22,0,1.104775678,0.110477568,0,0,0,1.493125,1.181419973
08_08_23,0,0,0.110477568,0,0,0,0,0.912151652
08_09_00,0,0,0,0,0,0,0,0.583353442
08_09_01,0,0,0,0,0,0,0,0.372393174
08_09_02,0,0,0,0,0,0,0,0.371306663
08_09_03,0,0,0,0,0,0,0,0.359583057
08_09_04,0,0,0,0,0,0,0,0.275342614
08_09_05,0,0,0,0,0,0,0,0.509572317
08_09_06,0.330407824,0,0.440543765,0,0,0,0,0.653279799
08_09_07,1.211495355,0,0,0,0,0,0,0.823738236
08_09_08,0,0,0.110135941,0,0,0,0,0.660873341
08_09_09,0,0,0.110135941,0,0,0,0,0.761183221
08_09_10,0,0,0,0,0,0,0,0.203001438
08_09_11,0,0,0,0,0,0,0,1.244495776
08_09_12,0.660815648,0,0,0,0,0,0,0.917268633
08_09_13,0,0,0,0,0,0,0,0.178388308
08_09_14,0,0,0,0,0,0,0,0.196753651
08_09_15,0,0,0,0,0,0,0,1.281912544
08_09_16,0,0,0.110135941,0,0,0,0,0.581552793
08_09_17,0,0,0.110135941,0,0,0,0,1.398590673
08_09_18,1.652039121,0,0.110135941,0,0,0,0,1.030943037
08_09_19,0.550679707,0,0,0,9.912234723,0,0,1.042691491
08_09_20,3.083806358,2.753398534,0.220271883,0,0,0,0.73609375,0.646668752
08_09_21,0,2.753398534,0.220271883,0,0,0,0.73609375,0.99084843
08_09_22,0,5.506797068,0.220271883,0,0,0,1.4721875,1.137305842
08_09_23,0,0,0.220271883,0,0,0,0,0.912323484
08_10_00,0,0,0,0,0,0,0,0.584055641
08_10_01,0,0,0,0,0,0,0,0.37902822
08_10_02,0,0,0,0,0,0,0,0.374453583
08_10_03,0,0,0,0,0,0,0,0.367213384
08_10_04,0,0,0,0,0,0,0,0.354363076
08_10_05,0,0,0,0,0,0,0,0.491695026
08_10_06,0.222131519,0,0.222131519,0,0,0,0,0.587142976
08_10_07,0.333197278,0,0,0,0,0,0,0.719690317
08_10_08,0,0,0,0,0,0,0,0.535327901
08_10_09,0,0,0,0,0,0,0,0.761183221
08_10_10,0,0,0,0,0,0,0,0.203001438
08_10_11,0,0,0,0,0,0,0,0.533176832
08_10_12,0,0,0,0,0,0,0,0.716226712
08_10_13,0,0,0,0,0,0,0,0.178388308
08_10_14,0,0,0,0,0,0,0,0.196753651
08_10_15,0,0,0,0,0,0,0,0.538570874
08_10_16,0,0,0,0,0,0,0,0.373571642
08_10_17,0,0,0,0,0,0,0,0.883139922
08_10_18,0.888526075,0,0,0,0,0,0,0.910593269
08_10_19,0,0,0,0,9.995918347,0,0,0.802373634
08_10_20,1.999183669,2.221315188,0,0,0,0,0.80265625,0.545222466
08_10_21,0,2.221315188,0,0,0,0,0.80265625,0.892315598
08_10_22,0,1.110657594,0.111065759,0,0,0,1.6053125,0.927270712
08_10_23,0,0,0.111065759,0,0,0,0,0.731339628
08_11_00,0,0,0,0,0,0,0,0.404651093
08_11_01,0,0,0,0,0,0,0,0.35129458
08_11_02,0,0,0,0,0,0,0,0.358530316
08_11_03,0,0,0,0,0,0,0,0.357034465
08_11_04,0,0,0,0,0,0,0,0.274297375
08_11_05,0,0,0,0,0,0,0,0.44700723
08_11_06,0.339783242,0,0.453044322,0,0,0,0,0.609969005
08_11_07,0.226522161,0,0,0,0,0,0,0.770865538
08_11_08,0,0,0,0,0,0,0,0.575325405
08_11_09,0,0,0.113261081,0,0,0,0,0.761183221
08_11_10,0,0,0,0,0,0,0,0.203001438
08_11_11,0,0,0,0,0,0,0,1.260512008
08_11_12,0.339783242,0,0,0,0,0,0,0.846848504
08_11_13,0,0,0,0,0,0,0,0.178388308
08_11_14,0,0,0,0,0,0,0,0.196753651
08_11_15,0,0,0,0,0,0,0,1.10674323
08_11_16,0,0,0.113261081,0,0,0,0,0.526716002
08_11_17,0,0,0,0,0,0,0,1.416543182
08_11_18,1.698916209,0,0,0,0,0,0,1.077129365
08_11_19,0.566305403,0,0,0,10.19349725,0,0,1.102173542
08_11_20,2.038699451,2.548374313,0.226522161,0,0,0,0.76265625,0.64758194
08_11_21,0,2.831527015,0.226522161,0,0,0,0.76265625,0.993650586
08_11_22,0,3.114679716,0.226522161,0,0,0,1.5253125,1.200628029
08_11_23,0,0,0.226522161,0,0,0,0,0.840522622
08_12_00,0,0,0,0,0,0,0,0.49528966
08_12_01,0,0,0,0,0,0,0,0.379671377
08_12_02,0,0,0,0,0,0,0,0.370932755
08_12_03,0,0,0,0,0,0,0,0.365018409
08_12_04,0,0,0,0,0,0,0,0.352263598
08_12_05,0,0,0,0,0,0,0,0.361599657
08_12_06,0,0,0,0,0,0,0,0.381825197
08_12_07,0,0,0.225226951,0,0,0,0,0.999253475
08_12_08,0.337840427,0,0,0,0,0,0,1.166589475
08_12_09,0.225226951,0,0,0,0,0,0,1.19092061
08_12_10,0,0,0.225226951,0,0,0,0,1.198016417
08_12_11,0,0,0,0,0,0,0,1.02795884
08_12_12,1.801815611,0,0,0,0,0,0,0.916455224
08_12_13,0,0,0.112613476,0,0,0,0,0.317971976
08_12_14,0,0,0,0,0,0,0,0.12755168
08_12_15,0,0,0,0,0,0,0,1.131169427
08_12_16,0,0,0.112613476,0,0,0,0,1.34380832
08_12_17,1.801815611,0,0.112613476,0,0,0,0,1.281823354
08_12_18,0.900907806,0,0,0,0,0,0,0.9071953
08_12_19,0,0,0,0,10.13521281,0,0,0.816292297
08_12_20,2.815336893,2.815336893,0.225226951,0,0,0,0.7790625,0.828879201
08_12_21,0,2.815336893,0.225226951,0,0,0,0.7790625,1.001583523
08_12_22,0,5.630673785,0.225226951,0,0,0,1.558125,0.824869538
08_12_23,0,0,0.225226951,0,0,0,0,0.704868539
08_13_00,0,0,0,0,0,0,0,0.467896106
08_13_01,0,0,0,0,0,0,0,0.352416657
08_13_02,0,0,0,0,0,0,0,0.283183394
08_13_03,0,0,0,0,0,0,0,0.283069709
08_13_04,0,0,0,0,0,0,0,0.200166291
08_13_05,0,0,0,0,0,0,0,0.208040968
08_13_06,0,0,0,0,0,0,0,0.202711574
08_13_07,0,0,0.453721634,0,0,0,0,0.643612009
08_13_08,0.340291225,0,0.226860817,0,0,0,0,1.065922276
08_13_09,1.361164902,0,0,0,0,0,0,1.12140004
08_13_10,0,0,0.226860817,0,0,0,0,1.127652712
08_13_11,0,0,0,0,0,0,0,0.893428248
08_13_12,1.814886536,0,0,0,0,0,0,0.866053038
08_13_13,0,0,0.113430408,0,0,0,0,0.317971976
08_13_14,0,0,0,0,0,0,0,0.12755168
08_13_15,0,0,0,0,0,0,0,0.713128138
08_13_16,0,0,0.113430408,0,0,0,0,1.213570286
08_13_17,2.495468987,0,0.113430408,0,0,0,0,1.215497555
08_13_18,0.226860817,0,0,0,0,0,0,0.886986511
08_13_19,0,0,0,0,10.20873676,0,0,0.748149052
08_13_20,4.196925114,2.835760212,0.340291225,0,0,0,0.8234375,0.799907996
08_13_21,0,5.104368382,0.340291225,0,0,0,0.8234375,0.98395506
08_13_22,0,5.671520424,0.340291225,0,0,0,1.646875,0.795236613
08_13_23,0,0,0.340291225,0,0,0,0,0.618837137
08_14_00,0,0,0,0,0,0,0,0.477492943
08_14_01,0,0,0,0,0,0,0,0.275277095
08_14_02,0,0,0,0,0,0,0,0.282385702
08_14_03,0,0,0,0,0,0,0,0.282348604
08_14_04,0,0,0,0,0,0,0,0.274293897
08_14_05,0,0,0,0,0,0,0,0.275317774
08_14_06,0.343909495,0,0.458545993,0,0,0,0,0.597395802
08_14_07,0.229272997,0,0,0,0,0,0,0.751453441
08_14_08,0,0,0,0,0,0,0,0.579066268
08_14_09,0,0,0.114636498,0,0,0,0,0.761183221
08_14_10,0,0,0,0,0,0,0,0.203001438
08_14_11,0,0,0,0,0,0,0,1.128957759
08_14_12,0.343909495,0,0,0,0,0,0,0.856567815
08_14_13,0,0,0,0,0,0,0,0.178388308
08_14_14,0,0,0,0,0,0,0,0.196753651
08_14_15,0,0,0,0,0,0,0,1.262333481
08_14_16,0,0,0.114636498,0,0,0,0,0.545994123
08_14_17,0,0,0,0,0,0,0,1.464313577
08_14_18,1.719547475,0,0,0,0,0,0,1.075674563
08_14_19,0.573182492,0,0,0,10.31728485,0,0,1.128683146
08_14_20,2.06345697,2.579321213,0.229272997,0,0,0,0.76625,0.651407426
08_14_21,0,2.865912458,0.229272997,0,0,0,0.76625,0.998701294
08_14_22,0,3.152503704,0.229272997,0,0,0,1.5325,1.186622765
08_14_23,0,0,0.229272997,0,0,0,0,0.839413959
08_15_00,0,0,0,0,0,0,0,0.581287691
08_15_01,0,0,0,0,0,0,0,0.374883506
08_15_02,0,0,0,0,0,0,0,0.374036209
08_15_03,0,0,0,0,0,0,0,0.36747522
08_15_04,0,0,0,0,0,0,0,0.355317403
08_15_05,0,0,0,0,0,0,0,0.500279312
08_15_06,0.229368058,0,0.229368058,0,0,0,0,0.612850173
08_15_07,0.344052087,0,0,0,0,0,0,0.754944604
08_15_08,0,0,0,0,0,0,0,0.579824792
08_15_09,0,0,0,0,0,0,0,0.761183221
08_15_10,0,0,0,0,0,0,0,0.203001438
08_15_11,0,0,0,0,0,0,0,1.242729276
08_15_12,0,0,0,0,0,0,0,0.929393643
08_15_13,0,0,0,0,0,0,0,0.178388308
08_15_14,0,0,0,0,0,0,0,0.196753651
08_15_15,0,0,0,0,0,0,0,1.333347135
08_15_16,0,0,0,0,0,0,0,0.556761215
08_15_17,0,0,0,0,0,0,0,1.456786258
08_15_18,0.917472232,0,0,0,0,0,0,1.096373245
08_15_19,0,0,0,0,10.32156261,0,0,1.111248513
08_15_20,2.064312522,2.293680579,0,0,0,0,0.74359375,0.670678639
08_15_21,0,2.293680579,0,0,0,0,0.74359375,1.009214781
08_15_22,0,1.14684029,0.114684029,0,0,0,1.4871875,1.21267488
08_15_23,0,0,0.114684029,0,0,0,0,0.92535259
08_16_00,0,0,0,0,0,0,0,0.57953988
08_16_01,0,0,0,0,0,0,0,0.363125739
08_16_02,0,0,0,0,0,0,0,0.362336884
08_16_03,0,0,0,0,0,0,0,0.358846643
08_16_04,0,0,0,0,0,0,0,0.275296093
08_16_05,0,0,0,0,0,0,0,0.437718863
08_16_06,0.343873847,0,0.458498463,0,0,0,0,0.586302359
08_16_07,0.229249231,0,0,0,0,0,0,0.728236556
08_16_08,0,0,0,0,0,0,0,0.534046091
08_16_09,0,0,0.114624616,0,0,0,0,0.761183221
08_16_10,0,0,0,0,0,0,0,0.203001438
08_16_11,0,0,0,0,0,0,0,0.654945844
08_16_12,0.343873847,0,0,0,0,0,0,0.779847194
08_16_13,0,0,0,0,0,0,0,0.178388308
08_16_14,0,0,0,0,0,0,0,0.196753651
08_16_15,0,0,0,0,0,0,0,0.950852229
08_16_16,0,0,0.114624616,0,0,0,0,0.440539717
08_16_17,0,0,0,0,0,0,0,1.244562015
08_16_18,1.719369235,0,0,0,0,0,0,1.024794192
08_16_19,0.573123078,0,0,0,10.31621541,0,0,1.010669961
08_16_20,2.063243082,2.579053853,0.229249231,0,0,0,0.805,0.613202913
08_16_21,0,2.865615392,0.229249231,0,0,0,0.805,0.950221257
08_16_22,0,3.152176931,0.229249231,0,0,0,1.61,1.00422527
08_16_23,0,0,0.229249231,0,0,0,0,0.815326974
08_17_00,0,0,0,0,0,0,0,0.556191194
08_17_01,0,0,0,0,0,0,0,0.3510362
08_17_02,0,0,0,0,0,0,0,0.283103154
08_17_03,0,0,0,0,0,0,0,0.208126318
08_17_04,0,0,0,0,0,0,0,0.11975168
08_17_05,0,0,0,0,0,0,0,0.15329123
08_17_06,0.347296053,0,0.463061404,0,0,0,0,0.620195182
08_17_07,0.231530702,0,0,0,0,0,0,0.768778124
08_17_08,0,0,0,0,0,0,0,0.653913789
08_17_09,0,0,0.115765351,0,0,0,0,0.761183221
08_17_10,0,0,0,0,0,0,0,0.203001438
08_17_11,0,0,0,0,0,0,0,1.567371353
08_17_12,0.347296053,0,0,0,0,0,0,0.970379154
08_17_13,0,0,0,0,0,0,0,0.178388308
08_17_14,0,0,0,0,0,0,0,0.196753651
08_17_15,0,0,0,0,0,0,0,1.295402618
08_17_16,0,0,0.115765351,0,0,0,0,0.554536644
08_17_17,0,0,0,0,0,0,0,1.451700102
08_17_18,1.736480264,0,0,0,0,0,0,1.087546703
08_17_19,0.578826755,0,0,0,10.41888158,0,0,1.144211296
08_17_20,2.083776316,2.604720396,0.231530702,0,0,0,0.7675,0.669502056
08_17_21,0,2.894133773,0.231530702,0,0,0,0.7675,1.005325562
08_17_22,0,3.18354715,0.231530702,0,0,0,1.535,1.214960063
08_17_23,0,0,0.231530702,0,0,0,0,0.918046975
08_18_00,0,0,0,0,0,0,0,0.583219916
08_18_01,0,0,0,0,0,0,0,0.372519144
08_18_02,0,0,0,0,0,0,0,0.374148812
08_18_03,0,0,0,0,0,0,0,0.366041897
08_18_04,0,0,0,0,0,0,0,0.355408843
08_18_05,0,0,0,0,0,0,0,0.505018514
08_18_06,0.348009012,0,0.464012016,0,0,0,0,0.613748373
08_18_07,0.232006008,0,0,0,0,0,0,0.75056567
08_18_08,0,0,0,0,0,0,0,0.578530379
08_18_09,0,0,0.116003004,0,0,0,0,0.761183221
08_18_10,0,0,0,0,0,0,0,0.203001438
08_18_11,0,0,0,0,0,0,0,1.490874168
08_18_12,0.348009012,0,0,0,0,0,0,0.95160645
08_18_13,0,0,0,0,0,0,0,0.178388308
08_18_14,0,0,0,0,0,0,0,0.196753651
08_18_15,0,0,0,0,0,0,0,1.269916472
08_18_16,0,0,0.116003004,0,0,0,0,0.496085634
08_18_17,0,0,0,0,0,0,0,1.378423473
08_18_18,1.740045061,0,0,0,0,0,0,1.027810192
08_18_19,0.58001502,0,0,0,10.44027037,0,0,1.055700647
08_18_20,2.088054074,2.610067592,0.232006008,0,0,0,0.768125,0.632308928
08_18_21,0,2.900075102,0.232006008,0,0,0,0.768125,0.975303235
08_18_22,0,3.190082612,0.232006008,0,0,0,1.53625,1.158053502
08_18_23,0,0,0.232006008,0,0,0,0,0.834167679
08_19_00,0,0,0,0,0,0,0,0.487498252
08_19_01,0,0,0,0,0,0,0,0.373500642
08_19_02,0,0,0,0,0,0,0,0.372893528
08_19_03,0,0,0,0,0,0,0,0.366332691
08_19_04,0,0,0,0,0,0,0,0.353532064
08_19_05,0,0,0,0,0,0,0,0.364086009
08_19_06,0,0,0,0,0,0,0,0.378466591
08_19_07,0,0,0.232825912,0,0,0,0,0.945779002
08_19_08,0.349238867,0,0,0,0,0,0,1.198983824
08_19_09,0.232825912,0,0,0,0,0,0,1.29825526
08_19_10,0,0,0.232825912,0,0,0,0,1.360220264
08_19_11,0,0,0,0,0,0,0,1.208856411
08_19_12,1.862607293,0,0,0,0,0,0,1.045920273
08_19_13,0,0,0.116412956,0,0,0,0,0.317971976
